Date,PM10,PM25,NO2
06-04-23,15.53,12.2,19.5
07-04-23,19.87,16.46,21.91
08-04-23,28.61,24.51,42.52
09-04-23,29.03,24.18,38.54
10-04-23,22.05,17.86,50.4
11-04-23,18.76,14.39,42.75
12-04-23,15.49,10.53,49.15
13-04-23,24.61,17.11,37.6
14-04-23,21.22,13.51,37.79
15-04-23,14.98,10.24,30.25
16-04-23,15.6,10.44,25.34
17-04-23,15.46,9.54,19.59
18-04-23,18.55,8.3,32.2
19-04-23,20.36,11.84,33.47
20-04-23,21.27,16.38,42.13
21-04-23,20,9.54,33.35
22-04-23,29.92,15.55,45.42
23-04-23,25.31,18.7,40.17
24-04-23,25.98,14.56,46.17
25-04-23,17.52,12.06,36.16
26-04-23,11.14,7.41,26.65
27-04-23,10.2,5.35,25.6
28-04-23,15.19,8.91,34.52
29-04-23,20.96,13.07,39.58
30-04-23,24.95,18.33,34.6
01-05-23,17.85,11.05,34.59
02-05-23,22.86,8.94,50.81
03-05-23,19.32,8.63,49.48
04-05-23,13.3,8.48,43.76
05-05-23,20.16,12.15,47.28
06-05-23,15.95,8.88,40.37
07-05-23,15.21,8.32,30.45
08-05-23,12.48,7.92,42.51
09-05-23,11.4,7.54,41.36
10-05-23,15.45,9.62,49.82
11-05-23,15.74,9.01,53.31
12-05-23,16.74,9.75,55.61
13-05-23,18.16,10.17,56.13
14-05-23,17.93,10.48,54.36
15-05-23,17.37,9.96,54.88
16-05-23,18.84,9.48,46.13
17-05-23,18.78,10.63,40.76
18-05-23,19.23,10.49,49.66
19-05-23,19.72,11.18,47.27
20-05-23,19.2,12.42,39.05
21-05-23,16.73,10.67,44.76
22-05-23,14.53,8.35,44.9
23-05-23,16.1,10.02,54.43
24-05-23,18.19,11.34,52.44
25-05-23,17.52,9.41,46.85
26-05-23,14.2,8.56,44.27
27-05-23,14.6,9.5,36.11
28-05-23,14.76,9.44,29.45
29-05-23,15.87,9.64,45.6
30-05-23,19.05,10.38,53.78
31-05-23,21.02,10.99,62.1
01-06-23,23.47,13.4,46.49
02-06-23,23.6,15.58,38.42
03-06-23,20.25,8.41,27.06
04-06-23,9.98,4.05,29.26
05-06-23,12.31,6.03,38.79
06-06-23,15.09,6.69,55.01
07-06-23,17.27,8.42,52.65
08-06-23,18.45,8.86,60.19
09-06-23,17.93,8.68,55.92
10-06-23,22.98,11.65,43.84
11-06-23,21.05,11.05,31.66
12-06-23,15.35,7.73,32.65
13-06-23,8.94,5.28,39.02
14-06-23,12.88,8.69,41.05
15-06-23,16.49,11.29,45.42
16-06-23,14.88,9.32,47.19
17-06-23,14.32,10.05,27.73
18-06-23,11.43,8.06,20.02
19-06-23,10.46,6.53,32.1
20-06-23,13.4,8.85,46.78
21-06-23,19.17,12.72,56.29
22-06-23,18.81,12.73,53.09
23-06-23,24.11,15.94,31.44
24-06-23,21.5,13.4,30.79
25-06-23,19.5,9.8,24.85
26-06-23,14,6.94,38.14
27-06-23,15.77,8.69,20.28
28-06-23,15.02,10.11,41.28
29-06-23,14.89,7.94,18
30-06-23,12.68,8,25.88
01-07-23,18.66,10.86,27.5
02-07-23,20.05,12.72,17.92
03-07-23,19.26,12.97,46.35
04-07-23,18.86,12.09,48.91
05-07-23,19.88,10.53,47.17
06-07-23,23.78,12.46,43.05
07-07-23,17.64,10.61,28.93
08-07-23,11.05,6.96,24.76
09-07-23,12.95,8.88,32.29
10-07-23,19.77,13.06,41.09
11-07-23,22.38,13.37,47.93
12-07-23,20.51,12.85,32.15
13-07-23,27.73,16.02,27.51
14-07-23,17.97,10.27,33.3
15-07-23,15.03,9.27,35.13
16-07-23,15.78,9.44,39.88
17-07-23,21.76,12.38,61.15
18-07-23,19.89,11.69,55.8
19-07-23,20.55,11.4,31.81
20-07-23,20.12,11.76,29.07
21-07-23,18.59,11.2,53.76
22-07-23,13.24,7.53,21.23
23-07-23,10.81,7.75,30.14
24-07-23,14.36,9.5,26.39
25-07-23,26.99,16.45,46.94
26-07-23,36.2,19.26,35.23
27-07-23,10.4,6.34,27.71
28-07-23,11.29,6.92,20.11
29-07-23,16.17,10.47,35.66
30-07-23,16.89,12.66,28.96
31-07-23,13.17,9.85,36.44
01-08-23,12.75,8.32,44.35
02-08-23,17.67,11.4,29.54
03-08-23,22.5,13.38,46.09
04-08-23,24.58,14.61,60.03
05-08-23,17.53,9.44,28.12
06-08-23,17.61,11.39,17.17
07-08-23,8.23,4.8,11.88
08-08-23,6.97,4.15,29.91
09-08-23,10.72,5.97,48.82
10-08-23,13.2,7.94,45.41
11-08-23,12.57,7.51,37.25
12-08-23,15.08,9.65,32.48
13-08-23,14.88,9.97,30.35
14-08-23,15.41,8.48,37.64
15-08-23,23.02,13.87,27.85
16-08-23,22.22,11.27,45.26
17-08-23,21.02,11.65,51.17
18-08-23,26.56,14.74,54.22
19-08-23,22.36,12.76,38.58
20-08-23,22.46,14,37.76
21-08-23,19.76,11.83,58.1
22-08-23,25.34,15.8,60.57
23-08-23,24.98,14.63,56.63
24-08-23,21.25,11.84,50.84
25-08-23,15.61,12.73,46.65
26-08-23,25.19,14.1,48.45
27-08-23,16.61,9.83,41.28
28-08-23,23.99,12.88,51.19
29-08-23,25.96,12.26,66.94
30-08-23,26.06,12.73,42.06
31-08-23,12.99,8.16,19.75
01-09-23,17.59,9.96,44.83
02-09-23,13.85,8.07,37.1
03-09-23,13.84,8.88,33.2
04-09-23,9.83,6.14,35.97
05-09-23,15.34,8.01,45.51
06-09-23,14.91,8.52,45.17
07-09-23,15.98,8.84,45.64
08-09-23,16.97,8.05,41.73
09-09-23,16.99,8.51,47.45
10-09-23,18.79,8.81,34.48
11-09-23,18.41,8.44,42.93
12-09-23,28.91,13.73,53.82
13-09-23,27.43,12.56,53.08
14-09-23,31.65,14.22,44.64
15-09-23,26.26,15.04,42.53
16-09-23,15.14,9.64,27.57
17-09-23,16.84,11.04,28.99
18-09-23,16.77,9.62,48.62
19-09-23,16.87,9.1,45.94
20-09-23,19.69,11.38,40.89
21-09-23,25.27,13.23,46.62
22-09-23,25.55,12.07,37.03
23-09-23,22.27,12.5,45.01
24-09-23,20.22,9.38,23.25
25-09-23,28.91,9.82,28.96
26-09-23,34.71,8.97,34.89
27-09-23,30.04,10.07,37
28-09-23,28.07,8.71,48.43
29-09-23,30.45,9.99,51.87
30-09-23,28,13.06,44.63
01-10-23,25.91,15.31,40.94
02-10-23,16.26,7.56,35.1
03-10-23,34.01,20.65,36.57
04-10-23,28.34,14.43,43.34
05-10-23,22.14,8.47,46.77
06-10-23,25.98,12.19,48.56
07-10-23,25.3,12.17,27.04
08-10-23,30.81,9.31,17.25
09-10-23,11.65,5.01,28.46
10-10-23,19.29,6.52,46
11-10-23,25.42,10.2,49.54
12-10-23,29.59,13.32,43.91
13-10-23,33.28,14.05,55.46
14-10-23,36.69,18.33,52.14
15-10-23,29.93,16.88,35.7
16-10-23,10.17,6.3,29.77
17-10-23,13.11,8.16,46.03
18-10-23,16.51,9.18,43.4
19-10-23,27.62,17.51,44.61
20-10-23,35.01,19.81,53.36
21-10-23,42.09,23.33,46.1
22-10-23,34.43,19.81,41.08
23-10-23,28.27,13.62,52.66
24-10-23,30.39,15.95,51.53
25-10-23,34.73,16.87,43.16
26-10-23,16.99,7.25,30.1
27-10-23,20.15,9.63,37.47
28-10-23,8.32,4.64,21.31
29-10-23,16.96,11.68,27.05
30-10-23,33.46,21.87,54.38
31-10-23,40,23.12,59.08
01-11-23,19.18,12.38,34.33
02-11-23,11.51,6.97,38.49
03-11-23,16.9,11.03,41.34
04-11-23,11.1,8.14,29.85
05-11-23,10.33,7.06,26.5
06-11-23,7.22,4.59,26.35
07-11-23,22.31,14.5,49.42
08-11-23,22.49,17.59,35.32
09-11-23,14.1,9.25,40.06
10-11-23,23.93,18.09,50.65
11-11-23,11.68,8.68,35
12-11-23,5.11,4.04,15.82
13-11-23,13.22,10.48,48.62
14-11-23,17.62,14.51,36.21
15-11-23,10.6,8.33,32.4
16-11-23,8.15,5.56,35.97
17-11-23,19.56,15.71,40.66
18-11-23,11.56,11.42,31.24
19-11-23,7.53,6.14,28.65
20-11-23,23.63,18.74,44.21
21-11-23,26.13,20.56,50.08
22-11-23,16.12,14.07,29.79
23-11-23,13.67,12.02,26.24
24-11-23,15.9,12.5,31.04
25-11-23,20.4,15.5,35.25
26-11-23,14.9,18.5,21.25
27-11-23,11.69,9.6,27.33
28-11-23,17.6,13.61,51.85
29-11-23,10.36,8.79,27.19
30-11-23,25.54,21.64,38.91
01-12-23,28.47,24.73,50.22
02-12-23,39.51,33.92,60.1
03-12-23,16.02,13.72,25.38
04-12-23,14.44,11.61,37.71
05-12-23,17.91,15.12,41.3
06-12-23,10.83,8.33,35.55
07-12-23,9.1,7.6,33.05
08-12-23,15.99,14.46,36.31
09-12-23,20.17,17.22,33.69
10-12-23,14.84,13.83,23.13
11-12-23,17.71,15.23,29.77
12-12-23,19.71,16.82,36.39
13-12-23,25.54,20.64,41
14-12-23,28.53,25.53,43.04
15-12-23,10.36,8.82,36.09
16-12-23,9.83,8.28,33.76
17-12-23,16.5,14.94,29.82
18-12-23,20.18,18.19,38.27
19-12-23,31.71,28.13,53.4
20-12-23,35.81,35.83,55.62
21-12-23,29.96,35.55,47.77
22-12-23,17.28,15.65,30.88
23-12-23,4.96,3.74,18.6
24-12-23,7.29,6.26,30.19
25-12-23,9.28,7.63,18.72
26-12-23,12.25,10.04,25.75
27-12-23,18.56,15.15,36.38
28-12-23,26.66,23.45,48.21
29-12-23,37.13,34.32,39.94
30-12-23,29.53,27.48,39.01
31-12-23,31.3,46.62,56.34
